addressCity,addressCountry,addressState,addressStreet,connections,email,eventDate,eventId,eventName,firstName,lastName,orgName,phone,sector,socialLink,eventType,participantRole,medicalSpecialty
Los Angeles,UNITED STATES,Nowhere,"150, Health Street","[{""connectionOrg"": ""Public Health Mission 74"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 140"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",vikram.sharma300@gmail.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Sharma,Public Health Mission 173,6308280366,Community,https://linkedin.com/in/vikram-sharma-300,Medical camp,Patient,General
OKKAJ,INDIA,PLEASE SELECT ST,"17, Health Street",[],sahil.iyer301@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,SAHIL,I,Public Health Mission 61,6337267348,Education,LINK,Medical camp,Organizer,Cardiology
Chennai,INDIA,Tamil Nadu,"132, Health Street","[{""connectionOrg"": ""Public Health Mission 121"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",aarav.verma302@srmist.in.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Verma,Community Medical Foundation 3,6381183043,Government,https://linkedin.com/in/aarav-verma-302,Medical camp,Organizer,Cardiology
OKKAJ,INDIA,PLEASE SELECT ST,"171, Health Street","[{""connectionOrg"": ""LifeAid Foundation"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",michael.deshmukh303@amazon.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,MICHAEL,D,CareNext Foundation,6392869486,Community,LINK,Medical camp,Doctor,Dermatology
Seattle,UNITED STATES,Washington,"66, Health Street","[{""connectionOrg"": ""Community Medical Foundation 152"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 5"", ""connectionType"": ""Other"", ""otherText"": """"}]",aarav.nguyen304@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Nguyen,HealthAccess Collective,6317650611,Government,https://linkedin.com/in/aarav-nguyen-304,Medical camp,Volunteer,Orthopedics
Hyderabad,INDIA,Telangana,"146, Health Street","[{""connectionOrg"": ""Community Medical Foundation 185"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 90"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",michael.verma305@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Verma,Public Health Mission 193,6351155750,Non-profit,https://linkedin.com/in/michael-verma-305,Medical camp,Patient,Cardiology
Mumbai,INDIA,Maharashtra,"170, Health Street","[{""connectionOrg"": ""Community Medical Foundation 138"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",sana.gupta306@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Gupta,AccessCare Foundation,6350170590,Government,https://linkedin.com/in/sana-gupta-306,Medical camp,Organizer,Pediatrics
Mumbai,INDIA,Maharashtra,"6, Health Street","[{""connectionOrg"": ""Regional Health Trust 139"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",rohan.verma307@gmail.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Verma,Urban Wellness Center 173,6317410380,Other,https://linkedin.com/in/rohan-verma-307,Medical camp,Organizer,Cardiology
Chennai,INDIA,Tamil Nadu,"133, Health Street","[{""connectionOrg"": ""Public Health Mission 180"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 118"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",alex.singh308@google.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Singh,Rural Care Initiative 70,6323344305,Community,https://linkedin.com/in/alex-singh-308,Medical camp,Volunteer,General
Los Angeles,UNITED STATES,Nowhere,"37, Health Street","[{""connectionOrg"": ""OpenHealth Initiative"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",sana.garcia309@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Garcia,Rural Care Initiative 32,6313481401,Government,https://linkedin.com/in/sana-garcia-309,Medical camp,Patient,Pediatrics
Los Angeles,UNITED STATES,Nowhere,"1, Health Street",[],ananya.jones310@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Jones,Rural Care Initiative 96,6333815330,Community,https://linkedin.com/in/ananya-jones-310,Medical camp,Organizer,Dermatology
OKKAJ,INDIA,PLEASE SELECT ST,"115, Health Street","[{""connectionOrg"": ""Healing Touch Foundation"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 17"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",sana.iyer311yahoo.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,SANA,I,Regional Health Trust 87,6394203323,Education,LINK,Medical camp,Patient,Pediatrics
Denver,UNITED STATES,Ajay,"149, Health Street",[],kunal.deshmukh312@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Deshmukh,Community Medical Foundation 24,6374710122,Government,https://linkedin.com/in/kunal-deshmukh-312,Medical camp,Doctor,Orthopedics
Hyderabad,INDIA,Telangana,"10, Health Street","[{""connectionOrg"": ""Rural Care Initiative 32"", ""connectionType"": ""Other"", ""otherText"": """"}]",kunal.jones313@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Jones,Public Health Mission 123,6354086508,Other,https://linkedin.com/in/kunal-jones-313,Medical camp,Volunteer,General
OKKAJ,INDIA,PLEASE SELECT ST,"190, Health Street",[],ananya.verma314@gmail.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,ANANYA,V,Community Medical Foundation 13,6393211545,Business,LINK,Medical camp,Organizer,Orthopedics
Bengaluru,INDIA,Karnataka,"10, Health Street",[],rohan.iyer315@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Iyer,Community Medical Foundation 137,6337456578,Business,https://linkedin.com/in/rohan-iyer-315,Medical camp,Patient,Orthopedics
Denver,UNITED STATES,Ajay,"176, Health Street","[{""connectionOrg"": ""Public Health Mission 16"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",priya.nair316@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Nair,Regional Health Trust 89,6351496177,Government,https://linkedin.com/in/priya-nair-316,Medical camp,Doctor,Pediatrics
Los Vagas,UNITED STATES,Somewhere,"128, Health Street","[{""connectionOrg"": ""Regional Health Trust 154"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",nithya.singh317yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Singh,Regional Health Trust 138,6399259277,Non-profit,https://linkedin.com/in/nithya-singh-317,Medical camp,Volunteer,Dermatology
Hyderabad,INDIA,Telangana,"85, Health Street","[{""connectionOrg"": ""Rural Care Initiative 184"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",meera.sharma318@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Sharma,Eastern Hope Initiative,6313758626,Other,https://linkedin.com/in/meera-sharma-318,Medical camp,Nurse,Cardiology
Los Vagas,UNITED STATES,Somewhere,"45, Health Street",[],sana.verma319@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Verma,Rural Care Initiative 176,6330165635,Other,https://linkedin.com/in/sana-verma-319,Medical camp,Patient,Orthopedics
Bengaluru,INDIA,Karnataka,"199, Health Street",[],nithya.sharma320@quantiphi.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Sharma,Community Medical Foundation 1,6366593341,Education,https://linkedin.com/in/nithya-sharma-320,Medical camp,Organizer,Orthopedics
Chennai,INDIA,Tamil Nadu,"178, Health Street","[{""connectionOrg"": ""Rural Care Initiative 50"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 24"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",aarav.deshmukh321@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Deshmukh,Public Health Mission 36,6369163513,Non-profit,https://linkedin.com/in/aarav-deshmukh-321,Medical camp,Organizer,Dermatology
Seattle,UNITED STATES,Washington,"28, Health Street","[{""connectionOrg"": ""Public Health Mission 83"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 185"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",kunal.nguyen322@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Nguyen,Rural Care Initiative 196,6359744577,Community,https://linkedin.com/in/kunal-nguyen-322,Medical camp,Patient,Cardiology
Pune,INDIA,Maharashtra,"21, Health Street","[{""connectionOrg"": ""Urban Wellness Center 133"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 123"", ""connectionType"": ""Other"", ""otherText"": """"}]",alex.reddy323@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Reddy,Community Medical Foundation 32,6358725603,Other,https://linkedin.com/in/alex-reddy-323,Medical camp,Nurse,Pediatrics
Seattle,UNITED STATES,Washington,"97, Health Street",[],vikram.nair324yahoo.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Nair,HealthyWorld Org,6341217060,Non-profit,https://linkedin.com/in/vikram-nair-324,Medical camp,Patient,Pediatrics
Seattle,UNITED STATES,Washington,"137, Health Street","[{""connectionOrg"": ""Community Medical Foundation 178"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 43"", ""connectionType"": ""Other"", ""otherText"": """"}]",michael.singh325@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Singh,Urban Wellness Center 86,6311079008,Non-profit,https://linkedin.com/in/michael-singh-325,Medical camp,Organizer,Dermatology
Hyderabad,INDIA,Telangana,"3, Health Street","[{""connectionOrg"": ""Healthy Horizons NGO"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 134"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",meera.singh326@srmist.in.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Singh,Community Medical Foundation 190,6388623594,Business,https://linkedin.com/in/meera-singh-326,Medical camp,Doctor,Cardiology
Chennai,INDIA,Tamil Nadu,"198, Health Street",[],sahil.gupta327@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Gupta,Community Medical Foundation 105,6391517611,Other,https://linkedin.com/in/sahil-gupta-327,Medical camp,Organizer,Pediatrics
Mumbai,INDIA,Maharashtra,"154, Health Street",[],prachi.patel328@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Patel,Public Health Mission 153,6315567766,Education,https://linkedin.com/in/prachi-patel-328,Medical camp,Nurse,Dermatology
Denver,UNITED STATES,Ajay,"8, Health Street","[{""connectionOrg"": ""Urban Wellness Center 104"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",ananya.khan329@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Khan,Rural Care Initiative 179,6319790697,Business,https://linkedin.com/in/ananya-khan-329,Medical camp,Doctor,Cardiology
OKKAJ,INDIA,PLEASE SELECT ST,"6, Health Street","[{""connectionOrg"": ""Community Medical Foundation 61"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",meera.gupta330@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,MEERA,G,Regional Health Trust 32,6301399284,Other,LINK,Medical camp,Volunteer,General
Delhi,INDIA,Delhi,"61, Health Street",[],meera.gupta331@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Gupta,Community Medical Foundation 170,6324664695,Government,https://linkedin.com/in/meera-gupta-331,Medical camp,Organizer,Cardiology
Hyderabad,INDIA,Telangana,"102, Health Street",[],rohan.nguyen332@google.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Nguyen,Community Medical Foundation 78,6334313534,Non-profit,https://linkedin.com/in/rohan-nguyen-332,Medical camp,Nurse,Dermatology
Mumbai,INDIA,Maharashtra,"15, Health Street","[{""connectionOrg"": ""Community Medical Foundation 25"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 28"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",alex.gupta333@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Gupta,Regional Health Trust 84,6362727026,Community,https://linkedin.com/in/alex-gupta-333,Medical camp,Nurse,General
Los Vagas,UNITED STATES,Somewhere,"47, Health Street","[{""connectionOrg"": ""Rural Care Initiative 158"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 2"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",ananya.gupta334@gmail.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Gupta,Regional Health Trust 66,6383074423,Community,https://linkedin.com/in/ananya-gupta-334,Medical camp,Nurse,Cardiology
BLOOMINGTON,UNITED STATES,INDIANA,"147, Health Street","[{""connectionOrg"": ""CareForAll Foundation"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 142"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",prachi.nguyen335@gmail.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Nguyen,Public Health Mission 92,6324206397,Government,https://linkedin.com/in/prachi-nguyen-335,Medical camp,Organizer,Orthopedics
Denver,UNITED STATES,Ajay,"118, Health Street","[{""connectionOrg"": ""Regional Health Trust 200"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",alex.reddy336@quantiphi.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Reddy,Community Medical Foundation 57,6345267509,Non-profit,https://linkedin.com/in/alex-reddy-336,Medical camp,Organizer,Orthopedics
Pune,INDIA,Maharashtra,"161, Health Street",[],nithya.iyer337@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Iyer,Public Health Mission 179,6395922021,Other,https://linkedin.com/in/nithya-iyer-337,Medical camp,Patient,Cardiology
Los Vagas,UNITED STATES,Somewhere,"122, Health Street","[{""connectionOrg"": ""Urban Wellness Center 142"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",dylan.verma338@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Verma,Public Health Mission 10,6327719386,Business,https://linkedin.com/in/dylan-verma-338,Medical camp,Nurse,Cardiology
Chennai,INDIA,Tamil Nadu,"1, Health Street",[],priya.singh339@amazon.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Singh,Urban Wellness Center 89,6323565659,Community,https://linkedin.com/in/priya-singh-339,Medical camp,Organizer,General
Bengaluru,INDIA,Karnataka,"159, Health Street",[],michael.patel340@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Patel,Urban Wellness Center 119,6370303985,Community,https://linkedin.com/in/michael-patel-340,Medical camp,Nurse,Cardiology
BLOOMINGTON,UNITED STATES,INDIANA,"35, Health Street","[{""connectionOrg"": ""Community Medical Foundation 42"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",luis.verma341@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Verma,Rural Care Initiative 128,6397510931,Other,https://linkedin.com/in/luis-verma-341,Medical camp,Volunteer,Orthopedics
Hyderabad,INDIA,Telangana,"85, Health Street",[],luis.singh342@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Singh,Public Health Mission 128,6381374252,Other,https://linkedin.com/in/luis-singh-342,Medical camp,Nurse,Pediatrics
Chennai,INDIA,Tamil Nadu,"80, Health Street",[],meera.nguyen343@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Nguyen,Community Medical Foundation 92,6315632948,Other,https://linkedin.com/in/meera-nguyen-343,Medical camp,Patient,General
Mumbai,INDIA,Maharashtra,"187, Health Street","[{""connectionOrg"": ""Rural Care Initiative 147"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",aarav.iyer344@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Iyer,Public Health Mission 143,6316232388,Education,https://linkedin.com/in/aarav-iyer-344,Medical camp,Nurse,Dermatology
Los Vagas,UNITED STATES,Somewhere,"192, Health Street","[{""connectionOrg"": ""Community Medical Foundation 97"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 94"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",aarav.gupta345@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Gupta,Rural Care Initiative 163,6321408251,Community,https://linkedin.com/in/aarav-gupta-345,Medical camp,Nurse,Orthopedics
Seattle,UNITED STATES,Washington,"173, Health Street","[{""connectionOrg"": ""Urban Wellness Center 112"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 2"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",kunal.sharma346@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Sharma,Rural Care Initiative 82,6306676659,Other,https://linkedin.com/in/kunal-sharma-346,Medical camp,Organizer,Cardiology
